Gene_name	interaction_scores
A1BG	0.0759832532641223
A1BG-AS1	0
A1CF	0
A2M	0.092023069590039
A2M-AS1	0
A2ML1	0.0763550494278602
A2ML1-AS1	0
A2ML1-AS2	0
A2MP1	0
A3GALT2	0.129772919160475
A4GALT	0.160484717089339
A4GNT	0.126037126996987
A12M1	0
A12M2	0
A12M3	0
A12M4	0
AAAS	0.16031626874117
AABT	0
AACS	0.0414093571483743
AACSP1	0
AADAC	0
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAGAB	0.0305622788431826
AAK1	0.176299769694863
AAMDC	0.102751208349496
AAMP	0.119969227414098
AANAT	0
AAR2	0.149027456838156
AARD	0.15116930955613
AARS1	0.150062620570445
AARS1P1	0
AARS2	0.0207768068120804
AARSD1	0.199195541669377
AARSD1P1	0
AASDH	0.105453136838642
AASDHPPT	0.118782634540644
AASS	0.104679372020397
AATBC	0
AATF	0.0616170395684971
AATK	0.0889276374221767
AAVS1	0
ABALON	0
ABAT	0.0194189917575146
ABCA1	0.117830640601052
ABCA2	0.140715611399324
ABCA3	0.0367009390562421
ABCA4	0.0734852449378164
ABCA5	0
ABCA6	0.0443924263568322
ABCA7	0.047958401893831
ABCA8	0.105893363626337
ABCA9	0
ABCA9-AS1	0
ABCA10	0.0558362103187163
ABCA11P	0
ABCA12	0.0668859880265239
ABCA13	0.10065046087867
ABCA17P	0
ABCB1	0.195934674160321
ABCB4	0.0822937480711379
ABCB5	0.05650703609624
ABCB6	0.0368063455743901
ABCB7	0.0692926970696612
ABCB8	0
ABCB9	0
ABCB10	0.0229334875600179
ABCB10P1	0
ABCB10P3	0
ABCB10P4	0
ABCB11	0
ABCC1	0.128155517435628
ABCC2	0.0894700542628814
ABCC3	0.0952909718192357
ABCC4	0.0875972059429827
ABCC5	0.0976745944466734
ABCC5-AS1	0
ABCC6	0
ABCC6P1	0
ABCC6P2	0
ABCC8	0.0573594099943057
ABCC9	0
ABCC10	0.036325530836668
ABCC11	0
ABCC12	0
ABCC13	0
ABCD1	0.0440098564860399
ABCD1P1	0
ABCD1P2	0
ABCD1P3	0
ABCD1P4	0
ABCD1P5	0
ABCD2	0
ABCD3	0.0696300449576123
ABCD4	0.0248403350684409
ABCE1	0.189972550579814
ABCF1	0.148167598177901
ABCF1-DT	0
ABCF2	0.130296546030617
ABCF2-H2BE1	0
ABCF2P1	0
ABCF2P2	0
ABCF3	0.126495814427286
ABCG1	0.0234809434566546
ABCG2	0.275348862617343
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD2	0
ABHD3	0.0561336107101447
ABHD4	0.0369829548001311
ABHD5	0.0541865727722053
ABHD6	0.0383871587764207
ABHD8	0.0535546458509217
ABHD10	0.111847996234602
ABHD11	0.0163665201411545
ABHD11-AS1	0
ABHD11-AS2	0
ABHD12	0.0649535544360325
ABHD12B	0
ABHD13	0.0807625043082457
ABHD14A	0.147668329354217
ABHD14A-ACY1	0
ABHD14B	0.0554799538228131
ABHD15	0.161960918884912
ABHD15-AS1	0
ABHD16A	0.0271561001792455
ABHD16B	0.0822937480711379
ABHD17A	0.116943549068762
ABHD17AP1	0
ABHD17AP3	0
ABHD17AP4	0
ABHD17AP5	0
ABHD17AP6	0
ABHD17AP7	0
ABHD17AP8	0
ABHD17AP9	0
ABHD17B	0.107784544124013
ABHD17C	0.096561988408468
ABHD18	0
ABI1	0.117345937955402
ABI1P1	0
ABI2	0.120152286226196
ABI3	0.0964275891909636
ABI3BP	0
ABITRAM	0.0456007689989406
ABITRAMP1	0
ABL1	0.224952082364668
ABL2	0.0944625999127913
ABLIM1	0.225721771069649
ABLIM2	0.102650061532942
ABLIM3	0.169857180224721
ABO	0
ABR	0.0973846234178367
ABRA	0.0857269867398461
ABRACL	0.140129912208218
ABRAXAS1	0.040319610143226
ABRAXAS2	0.104095340827759
ABT1	0.0852529870126379
ABT1P1	0
ABTB1	0.110051174041604
ABTB2	0.300930561295136
ACAA1	0.0864273969731768
ACAA2	0.0846012344370936
ACACA	0.117379448749217
ACACB	0.0632661364295898
ACAD	0
ACAD8	0.0353077475003245
ACAD9	0.0500040806818556
ACAD10	0.162737590516997
ACAD11	0.0845925745445779
ACADL	0.0301756811224998
ACADM	0.0757479952773126
ACADS	0.0667635101568873
ACADSB	0.193227003811887
ACADVL	0.0793719807482134
ACAN	0.0573594099943057
ACAP1	0.142571461936909
ACAP2	0.0922429294007932
ACAP2-IT1	0
ACAP3	0.134893300560196
ACAT1	0.10249926680308
ACAT2	0
ACBD3	0.130371539859427
ACBD3-AS1	0
ACBD4	0.150852550685744
ACBD5	0.106037372381539
ACBD6	0.042536305817231
ACBD7	0
ACCS	0.124630555077184
ACCSL	0
ACD	0.13000000137344
ACE	0.0663521651619125
ACE2	0.17640441004554
ACE3P	0
ACER1	0
ACER2	0
ACER2P1	0
ACER3	0.0641316247947459
ACHE	0.199065267808247
ACIN1	0.189550024185446
ACKR1	0
ACKR2	0.0194842803033741
ACKR3	0
ACKR4	0
ACKR4P1	0
